rank,team_id,team_name,team_logo,points,goals_diff,group,form,status,description,played,wins,draws,losses,goals_for,goals_against,home_played,home_wins,home_draws,home_losses,home_goals_for,home_goals_against,away_played,away_wins,away_draws,away_losses,away_goals_for,away_goals_against
1,40,Liverpool,https://media.api-sports.io/football/teams/40.png,99,52,Premier League,WWLDW,same,Promotion - Champions League (Group Stage),38,32,3,3,85,33,19,18,1,0,52,16,19,14,2,3,33,17
2,50,Manchester City,https://media.api-sports.io/football/teams/50.png,81,67,Premier League,WWWWW,same,Promotion - Champions League (Group Stage),38,26,3,9,102,35,19,15,2,2,57,13,19,11,1,7,45,22
3,33,Manchester United,https://media.api-sports.io/football/teams/33.png,66,30,Premier League,WDWDW,same,Promotion - Champions League (Group Stage),38,18,12,8,66,36,19,10,7,2,40,17,19,8,5,6,26,19
4,49,Chelsea,https://media.api-sports.io/football/teams/49.png,66,15,Premier League,WLWLW,same,Promotion - Champions League (Group Stage),38,20,6,12,69,54,19,11,3,5,30,16,19,9,3,7,39,38
5,46,Leicester,https://media.api-sports.io/football/teams/46.png,62,26,Premier League,LLWLD,same,Promotion - Europa League (Group Stage),38,18,8,12,67,41,19,11,4,4,35,17,19,7,4,8,32,24
6,47,Tottenham,https://media.api-sports.io/football/teams/47.png,59,14,Premier League,DWWWD,same,Promotion - Europa League (Qualification),38,16,11,11,61,47,19,12,3,4,36,17,19,4,8,7,25,30
7,39,Wolves,https://media.api-sports.io/football/teams/39.png,59,11,Premier League,LWDWL,same,,38,15,14,9,51,40,19,8,7,4,27,19,19,7,7,5,24,21
8,42,Arsenal,https://media.api-sports.io/football/teams/42.png,56,8,Premier League,WLWLD,same,,38,14,14,10,56,48,19,10,6,3,36,24,19,4,8,7,20,24
9,62,Sheffield Utd,https://media.api-sports.io/football/teams/62.png,54,0,Premier League,LLLWW,same,,38,14,12,12,39,39,19,10,3,6,24,15,19,4,9,6,15,24
10,44,Burnley,https://media.api-sports.io/football/teams/44.png,54,-7,Premier League,LWDDW,same,,38,15,9,14,43,50,19,8,4,7,24,23,19,7,5,7,19,27
11,41,Southampton,https://media.api-sports.io/football/teams/41.png,52,-9,Premier League,WWDDD,same,,38,15,7,16,51,60,19,6,3,10,21,35,19,9,4,6,30,25
12,45,Everton,https://media.api-sports.io/football/teams/45.png,49,-12,Premier League,LWDLD,same,,38,13,10,15,44,56,19,8,7,4,24,21,19,5,3,11,20,35
13,34,Newcastle,https://media.api-sports.io/football/teams/34.png,44,-20,Premier League,LDLLL,same,,38,11,11,16,38,58,19,6,8,5,20,21,19,5,3,11,18,37
14,52,Crystal Palace,https://media.api-sports.io/football/teams/52.png,43,-19,Premier League,DLLLL,same,,38,11,10,17,31,50,19,6,5,8,15,20,19,5,5,9,16,30
15,51,Brighton,https://media.api-sports.io/football/teams/51.png,41,-15,Premier League,WDDLL,same,,38,9,14,15,39,54,19,5,7,7,20,27,19,4,7,8,19,27
16,48,West Ham,https://media.api-sports.io/football/teams/48.png,39,-13,Premier League,DDWWL,same,,38,10,9,19,49,62,19,6,4,9,30,33,19,4,5,10,19,29
17,66,Aston Villa,https://media.api-sports.io/football/teams/66.png,35,-26,Premier League,DWDWL,same,,38,9,8,21,41,67,19,7,3,9,22,30,19,2,5,12,19,37
18,35,Bournemouth,https://media.api-sports.io/football/teams/35.png,34,-25,Premier League,WLLWD,same,Relegation - Championship,38,9,7,22,40,65,19,5,6,8,22,30,19,4,1,14,18,35
19,38,Watford,https://media.api-sports.io/football/teams/38.png,34,-28,Premier League,LLLWW,same,Relegation - Championship,38,8,10,20,36,64,19,6,6,7,22,27,19,2,4,13,14,37
20,71,Norwich,https://media.api-sports.io/football/teams/71.png,21,-49,Premier League,LLLLL,same,Relegation - Championship,38,5,6,27,26,75,19,4,3,12,19,37,19,1,3,15,7,38
