rank,team_id,team_name,team_logo,points,goals_diff,group,form,status,description,played,wins,draws,losses,goals_for,goals_against,home_played,home_wins,home_draws,home_losses,home_goals_for,home_goals_against,away_played,away_wins,away_draws,away_losses,away_goals_for,away_goals_against
1,50,Manchester City,https://media.api-sports.io/football/teams/50.png,93,73,Premier League,WDWWW,same,Promotion - Champions League (Group Stage),38,29,6,3,99,26,19,15,2,2,58,15,19,14,4,1,41,11
2,40,Liverpool,https://media.api-sports.io/football/teams/40.png,92,68,Premier League,WWWDW,same,Promotion - Champions League (Group Stage),38,28,8,2,94,26,19,15,4,0,49,9,19,13,4,2,45,17
3,49,Chelsea,https://media.api-sports.io/football/teams/49.png,74,43,Premier League,WDWDL,same,Promotion - Champions League (Group Stage),38,21,11,6,76,33,19,9,7,3,37,22,19,12,4,3,39,11
4,47,Tottenham,https://media.api-sports.io/football/teams/47.png,71,29,Premier League,WWWDW,same,Promotion - Champions League (Group Stage),38,22,5,11,69,40,19,13,1,5,38,19,19,9,4,6,31,21
5,42,Arsenal,https://media.api-sports.io/football/teams/42.png,69,13,Premier League,WLLWW,same,Promotion - Europa League (Group Stage),38,22,3,13,61,48,19,13,2,4,35,17,19,9,1,9,26,31
6,33,Manchester United,https://media.api-sports.io/football/teams/33.png,58,0,Premier League,LLWDL,same,Promotion - Europa League (Group Stage),38,16,10,12,57,57,19,10,5,4,32,22,19,6,5,8,25,35
7,48,West Ham,https://media.api-sports.io/football/teams/48.png,56,9,Premier League,LDWLL,same,Promotion - Europa Conference League (Qualification),38,16,8,14,60,51,19,9,5,5,33,26,19,7,3,9,27,25
8,46,Leicester,https://media.api-sports.io/football/teams/46.png,52,3,Premier League,WDWWL,same,,38,14,10,14,62,59,19,10,4,5,34,23,19,4,6,9,28,36
9,51,Brighton,https://media.api-sports.io/football/teams/51.png,51,-2,Premier League,WDWWD,same,,38,12,15,11,42,44,19,5,7,7,19,23,19,7,8,4,23,21
10,39,Wolves,https://media.api-sports.io/football/teams/39.png,51,-5,Premier League,LDLDL,same,,38,15,6,17,38,43,19,7,3,9,20,25,19,8,3,8,18,18
11,34,Newcastle,https://media.api-sports.io/football/teams/34.png,49,-18,Premier League,WWLLW,same,,38,13,10,15,44,62,19,8,6,5,26,27,19,5,4,10,18,35
12,52,Crystal Palace,https://media.api-sports.io/football/teams/52.png,48,4,Premier League,WLDWW,same,,38,11,15,12,50,46,19,7,8,4,27,17,19,4,7,8,23,29
13,55,Brentford,https://media.api-sports.io/football/teams/55.png,46,-8,Premier League,LWWLD,same,,38,13,7,18,48,56,19,7,3,9,22,21,19,6,4,9,26,35
14,66,Aston Villa,https://media.api-sports.io/football/teams/66.png,45,-2,Premier League,LDDLW,same,,38,13,6,19,52,54,19,6,5,8,29,29,19,7,1,11,23,25
15,41,Southampton,https://media.api-sports.io/football/teams/41.png,40,-24,Premier League,LLLLD,same,,38,9,13,16,43,67,19,6,7,6,23,24,19,3,6,10,20,43
16,45,Everton,https://media.api-sports.io/football/teams/45.png,39,-23,Premier League,LWLDW,same,,38,11,6,21,43,66,19,9,2,8,27,25,19,2,4,13,16,41
17,63,Leeds,https://media.api-sports.io/football/teams/63.png,38,-37,Premier League,WDLLL,same,,38,9,11,18,42,79,19,4,6,9,19,38,19,5,5,9,23,41
18,44,Burnley,https://media.api-sports.io/football/teams/44.png,35,-19,Premier League,LDLLW,same,Relegation - Championship,38,7,14,17,34,53,19,5,6,8,18,25,19,2,8,9,16,28
19,38,Watford,https://media.api-sports.io/football/teams/38.png,23,-43,Premier League,LLDLL,same,Relegation - Championship,38,6,5,27,34,77,19,2,2,15,17,46,19,4,3,12,17,31
20,71,Norwich,https://media.api-sports.io/football/teams/71.png,22,-61,Premier League,LDLLL,same,Relegation - Championship,38,5,7,26,23,84,19,3,3,13,12,43,19,2,4,13,11,41
