rank,team_id,team_name,team_logo,points,goals_diff,group,form,status,description,played,wins,draws,losses,goals_for,goals_against,home_played,home_wins,home_draws,home_losses,home_goals_for,home_goals_against,away_played,away_wins,away_draws,away_losses,away_goals_for,away_goals_against
1,85,Paris Saint Germain,https://media.api-sports.io/football/teams/85.png,91,70,Ligue 1,LWWDL,,Promotion - Champions League (Group Stage),38,29,4,5,105,35,19,17,2,0,63,10,19,12,2,5,42,25
2,79,Lille,https://media.api-sports.io/football/teams/79.png,75,35,Ligue 1,LWWDW,,Promotion - Champions League (Group Stage),38,22,9,7,68,33,19,13,4,2,42,11,19,9,5,5,26,22
3,80,Lyon,https://media.api-sports.io/football/teams/80.png,72,23,Ligue 1,WWWDW,,Promotion - Champions League (Group Stage),38,21,9,8,70,47,19,12,4,3,38,19,19,9,5,5,32,28
4,1063,Saint Etienne,https://media.api-sports.io/football/teams/1063.png,66,18,Ligue 1,DWLWW,,Promotion - Europa League (Group Stage),38,19,9,10,59,41,19,13,2,4,34,14,19,6,7,6,25,27
5,81,Marseille,https://media.api-sports.io/football/teams/81.png,61,8,Ligue 1,WWLDL,,,38,18,7,13,60,52,19,11,4,4,31,17,19,7,3,9,29,35
6,82,Montpellier,https://media.api-sports.io/football/teams/82.png,59,11,Ligue 1,LDWDW,,,38,15,14,9,53,42,19,8,8,3,31,20,19,7,6,6,22,22
7,84,Nice,https://media.api-sports.io/football/teams/84.png,56,-5,Ligue 1,WLDDW,,,38,15,11,12,30,35,19,10,4,5,19,14,19,5,7,7,11,21
8,93,Reims,https://media.api-sports.io/football/teams/93.png,55,-3,Ligue 1,WWLLD,,,38,13,16,9,39,42,19,8,7,4,21,18,19,5,9,5,18,24
9,92,Nimes,https://media.api-sports.io/football/teams/92.png,53,-1,Ligue 1,LDWWL,,,38,15,8,15,57,58,19,9,5,5,30,20,19,6,3,10,27,38
10,94,Rennes,https://media.api-sports.io/football/teams/94.png,52,3,Ligue 1,WWDDD,,Promotion - Europa League (Group Stage),38,13,13,12,55,52,19,8,7,4,27,18,19,5,6,8,28,34
11,95,Strasbourg,https://media.api-sports.io/football/teams/95.png,49,10,Ligue 1,WLLDD,,Promotion - Europa League (Qualification),38,11,16,11,58,48,19,6,8,5,31,25,19,5,8,6,27,23
12,83,Nantes,https://media.api-sports.io/football/teams/83.png,48,0,Ligue 1,LDDWW,,,38,13,9,16,48,48,19,9,4,6,35,24,19,4,5,10,13,24
13,77,Angers,https://media.api-sports.io/football/teams/77.png,46,-5,Ligue 1,DLLWD,,,38,10,16,12,44,49,19,5,9,5,24,22,19,5,7,7,20,27
14,78,Bordeaux,https://media.api-sports.io/football/teams/78.png,41,-8,Ligue 1,WLLLL,,,38,10,11,17,34,42,19,7,6,6,24,21,19,3,5,11,10,21
15,87,Amiens,https://media.api-sports.io/football/teams/87.png,38,-21,Ligue 1,WLDDD,,,38,9,11,18,31,52,19,7,5,7,20,22,19,2,6,11,11,30
16,96,Toulouse,https://media.api-sports.io/football/teams/96.png,38,-22,Ligue 1,LLDDL,,,38,8,14,16,35,57,19,4,9,6,20,26,19,4,5,10,15,31
17,91,Monaco,https://media.api-sports.io/football/teams/91.png,36,-19,Ligue 1,LWLLD,,,38,8,12,18,38,57,19,4,6,9,19,29,19,4,6,9,19,28
18,89,Dijon,https://media.api-sports.io/football/teams/89.png,34,-29,Ligue 1,WLWLL,,Ligue 1 (Relegation),38,9,7,22,31,60,19,6,4,9,18,29,19,3,3,13,13,31
19,88,Caen,https://media.api-sports.io/football/teams/88.png,33,-25,Ligue 1,LLWDW,,Relegation - Ligue 2,38,7,12,19,29,54,19,4,5,10,16,27,19,3,7,9,13,27
20,90,Guingamp,https://media.api-sports.io/football/teams/90.png,27,-40,Ligue 1,LDDDL,,Relegation - Ligue 2,38,5,12,21,28,68,19,3,7,9,16,27,19,2,5,12,12,41
