rank,team_id,team_name,team_logo,points,goals_diff,group,form,status,description,played,wins,draws,losses,goals_for,goals_against,home_played,home_wins,home_draws,home_losses,home_goals_for,home_goals_against,away_played,away_wins,away_draws,away_losses,away_goals_for,away_goals_against
1,85,Paris Saint Germain,https://media.api-sports.io/football/teams/85.png,68,51,Ligue 1,WWDWW,same,,27,22,2,3,75,24,14,12,1,1,44,11,13,10,1,2,31,13
2,81,Marseille,https://media.api-sports.io/football/teams/81.png,56,12,Ligue 1,DWLWW,same,,28,16,8,4,41,29,14,8,4,2,21,14,14,8,4,2,20,15
3,94,Rennes,https://media.api-sports.io/football/teams/94.png,50,14,Ligue 1,WWWLD,same,,28,15,5,8,38,24,14,9,2,3,25,14,14,6,3,5,13,10
4,79,Lille,https://media.api-sports.io/football/teams/79.png,49,8,Ligue 1,WWWLW,same,,28,15,4,9,35,27,15,11,2,2,24,9,13,4,2,7,11,18
5,93,Reims,https://media.api-sports.io/football/teams/93.png,41,5,Ligue 1,WDDWL,same,,28,10,11,7,26,21,14,5,7,2,12,7,14,5,4,5,14,14
6,84,Nice,https://media.api-sports.io/football/teams/84.png,41,3,Ligue 1,WDDWL,same,,28,11,8,9,41,38,15,8,4,3,28,20,13,3,4,6,13,18
7,80,Lyon,https://media.api-sports.io/football/teams/80.png,40,15,Ligue 1,LWWDL,same,,28,11,7,10,42,27,13,5,4,4,17,7,15,6,3,6,25,20
8,82,Montpellier,https://media.api-sports.io/football/teams/82.png,40,1,Ligue 1,LWLLW,same,,28,11,7,10,35,34,14,10,2,2,26,10,14,1,5,8,9,24
9,91,Monaco,https://media.api-sports.io/football/teams/91.png,40,0,Ligue 1,LDDWW,same,,28,11,7,10,44,44,14,8,2,4,29,22,14,3,5,6,15,22
10,77,Angers,https://media.api-sports.io/football/teams/77.png,39,-5,Ligue 1,WWWLL,same,,28,11,6,11,28,33,15,8,3,4,20,13,13,3,3,7,8,20
11,95,Strasbourg,https://media.api-sports.io/football/teams/95.png,38,0,Ligue 1,LDDWW,same,,27,11,5,11,32,32,13,7,3,3,22,14,14,4,2,8,10,18
12,78,Bordeaux,https://media.api-sports.io/football/teams/78.png,37,6,Ligue 1,DDLDW,same,,28,9,10,9,40,34,13,4,5,4,19,12,15,5,5,5,21,22
13,83,Nantes,https://media.api-sports.io/football/teams/83.png,37,-3,Ligue 1,LLWDD,same,,28,11,4,13,28,31,14,6,2,6,11,11,14,5,2,7,17,20
14,106,Stade Brestois 29,https://media.api-sports.io/football/teams/106.png,34,-3,Ligue 1,LLDWD,same,,28,8,10,10,34,37,14,6,6,2,21,11,14,2,4,8,13,26
15,112,Metz,https://media.api-sports.io/football/teams/112.png,34,-8,Ligue 1,WWLDL,same,,28,8,10,10,27,35,14,5,4,5,18,17,14,3,6,5,9,18
16,89,Dijon,https://media.api-sports.io/football/teams/89.png,30,-10,Ligue 1,WLDDD,same,,28,7,9,12,27,37,14,6,6,2,20,15,14,1,3,10,7,22
17,1063,Saint Etienne,https://media.api-sports.io/football/teams/1063.png,30,-16,Ligue 1,DLDLL,same,,28,8,6,14,29,45,14,4,6,4,15,18,14,4,0,10,14,27
18,92,Nimes,https://media.api-sports.io/football/teams/92.png,27,-15,Ligue 1,LLLWW,same,,28,7,6,15,29,44,14,6,2,6,17,15,14,1,4,9,12,29
19,87,Amiens,https://media.api-sports.io/football/teams/87.png,23,-19,Ligue 1,DLDDL,same,,28,4,11,13,31,50,14,3,5,6,17,23,14,1,6,7,14,27
20,96,Toulouse,https://media.api-sports.io/football/teams/96.png,13,-36,Ligue 1,LLLLL,same,,28,3,4,21,22,58,13,3,0,10,11,24,15,0,4,11,11,34
