rank,team_id,team_name,team_logo,points,goals_diff,group,form,status,description,played,wins,draws,losses,goals_for,goals_against,home_played,home_wins,home_draws,home_losses,home_goals_for,home_goals_against,away_played,away_wins,away_draws,away_losses,away_goals_for,away_goals_against
1,157,Bayern Munich,https://media.api-sports.io/football/teams/157.png,77,60,Bundesliga,DDLWW,same,Promotion - Champions League (Group Stage),34,24,5,5,97,37,17,13,2,2,48,15,17,11,3,3,49,22
2,165,Borussia Dortmund,https://media.api-sports.io/football/teams/165.png,69,33,Bundesliga,WWLLW,same,Promotion - Champions League (Group Stage),34,22,3,9,85,52,17,13,0,4,52,28,17,9,3,5,33,24
3,168,Bayer Leverkusen,https://media.api-sports.io/football/teams/168.png,64,33,Bundesliga,WWWWL,same,Promotion - Champions League (Group Stage),34,19,7,8,80,47,17,10,2,5,39,23,17,9,5,3,41,24
4,173,RB Leipzig,https://media.api-sports.io/football/teams/173.png,58,35,Bundesliga,DWLLW,same,Promotion - Champions League (Group Stage),34,17,7,10,72,37,17,11,2,4,43,17,17,6,5,6,29,20
5,182,Union Berlin,https://media.api-sports.io/football/teams/182.png,57,6,Bundesliga,WWDWW,same,Promotion - Europa League (Group Stage),34,16,9,9,50,44,17,10,5,2,25,17,17,6,4,7,25,27
6,160,SC Freiburg,https://media.api-sports.io/football/teams/160.png,55,12,Bundesliga,LLWDW,same,Promotion - Europa League (Group Stage),34,15,10,9,58,46,17,8,5,4,32,25,17,7,5,5,26,21
7,192,FC Koln,https://media.api-sports.io/football/teams/192.png,52,3,Bundesliga,LLWWW,same,Promotion - Europa Conference League (Qualification),34,14,10,10,52,49,17,9,4,4,27,21,17,5,6,6,25,28
8,164,FSV Mainz 05,https://media.api-sports.io/football/teams/164.png,46,5,Bundesliga,DWWLD,same,,34,13,7,14,50,45,17,10,5,2,33,11,17,3,2,12,17,34
9,167,1899 Hoffenheim,https://media.api-sports.io/football/teams/167.png,46,-2,Bundesliga,LLLDD,same,,34,13,7,14,58,60,17,8,4,5,34,24,17,5,3,9,24,36
10,163,Borussia Monchengladbach,https://media.api-sports.io/football/teams/163.png,45,-7,Bundesliga,WDWDL,same,,34,12,9,13,54,61,17,8,4,5,33,27,17,4,5,8,21,34
11,169,Eintracht Frankfurt,https://media.api-sports.io/football/teams/169.png,42,-4,Bundesliga,DDLDL,same,Promotion - Champions League (Group Stage),34,10,12,12,45,49,17,4,7,6,20,22,17,6,5,6,25,27
12,161,VfL Wolfsburg,https://media.api-sports.io/football/teams/161.png,42,-11,Bundesliga,DWDWL,same,,34,12,6,16,43,54,17,7,3,7,25,21,17,5,3,9,18,33
13,176,VfL BOCHUM,https://media.api-sports.io/football/teams/176.png,42,-14,Bundesliga,LWWLL,same,,34,12,6,16,38,52,17,8,4,5,21,17,17,4,2,11,17,35
14,170,FC Augsburg,https://media.api-sports.io/football/teams/170.png,38,-17,Bundesliga,WLLWL,same,,34,10,8,16,39,56,17,7,4,6,25,26,17,3,4,10,14,30
15,172,VfB Stuttgart,https://media.api-sports.io/football/teams/172.png,33,-18,Bundesliga,WDDLD,same,,34,7,12,15,41,59,17,6,4,7,28,32,17,1,8,8,13,27
16,159,Hertha Berlin,https://media.api-sports.io/football/teams/159.png,33,-34,Bundesliga,LLDWW,same,Bundesliga (Relegation),34,9,6,19,37,71,17,6,3,8,24,33,17,3,3,11,13,38
17,188,Arminia Bielefeld,https://media.api-sports.io/football/teams/188.png,28,-26,Bundesliga,DLDLL,same,Relegation - 2. Bundesliga,34,5,13,16,27,53,17,2,10,5,15,23,17,3,3,11,12,30
18,178,SpVgg Greuther Furth,https://media.api-sports.io/football/teams/178.png,18,-54,Bundesliga,LLDLD,same,Relegation - 2. Bundesliga,34,3,9,22,28,82,17,3,5,9,15,33,17,0,4,13,13,49
