rank,team_id,team_name,team_logo,points,goals_diff,group,form,status,description,played,wins,draws,losses,goals_for,goals_against,home_played,home_wins,home_draws,home_losses,home_goals_for,home_goals_against,away_played,away_wins,away_draws,away_losses,away_goals_for,away_goals_against
1,168,Bayer Leverkusen,https://media.api-sports.io/football/teams/168.png,90,65,Bundesliga,WWWDD,same,Promotion - Champions League (Group Stage: ),34,28,6,0,89,24,17,14,3,0,47,11,17,14,3,0,42,13
2,172,VfB Stuttgart,https://media.api-sports.io/football/teams/172.png,73,39,Bundesliga,WWWDL,same,Promotion - Champions League (Group Stage: ),34,23,4,7,78,39,17,13,3,1,50,15,17,10,1,6,28,24
3,157,Bayern Munich,https://media.api-sports.io/football/teams/157.png,72,49,Bundesliga,LWLWW,same,Promotion - Champions League (Group Stage: ),34,23,3,8,94,45,17,14,1,2,53,12,17,9,2,6,41,33
4,173,RB Leipzig,https://media.api-sports.io/football/teams/173.png,65,38,Bundesliga,DDDWW,same,Promotion - Champions League (Group Stage: ),34,19,8,7,77,39,17,11,4,2,40,12,17,8,4,5,37,27
5,165,Borussia Dortmund,https://media.api-sports.io/football/teams/165.png,63,25,Bundesliga,WLWLD,same,Promotion - Champions League (Group Stage: ),34,18,9,7,68,43,17,10,3,4,37,22,17,8,6,3,31,21
6,169,Eintracht Frankfurt,https://media.api-sports.io/football/teams/169.png,47,1,Bundesliga,DDLLW,same,Promotion - Europa League (Group Stage: ),34,11,14,9,51,50,17,7,8,2,29,21,17,4,6,7,22,29
7,167,1899 Hoffenheim,https://media.api-sports.io/football/teams/167.png,46,0,Bundesliga,WWDLW,same,Promotion - Europa Conference League (Qualification: ),34,13,7,14,66,66,17,6,5,6,31,31,17,7,2,8,35,35
8,180,FC Heidenheim,https://media.api-sports.io/football/teams/180.png,42,-5,Bundesliga,WDDWL,same,,34,10,12,12,50,55,17,7,5,5,30,26,17,3,7,7,20,29
9,162,Werder Bremen,https://media.api-sports.io/football/teams/162.png,42,-6,Bundesliga,WDDWW,same,,34,11,9,14,48,54,17,7,4,6,29,26,17,4,5,8,19,28
10,160,SC Freiburg,https://media.api-sports.io/football/teams/160.png,42,-13,Bundesliga,LDDLD,same,,34,11,9,14,45,58,17,5,7,5,28,30,17,6,2,9,17,28
11,170,FC Augsburg,https://media.api-sports.io/football/teams/170.png,39,-10,Bundesliga,LLLLL,same,,34,10,9,15,50,60,17,6,6,5,26,26,17,4,3,10,24,34
12,161,VfL Wolfsburg,https://media.api-sports.io/football/teams/161.png,37,-15,Bundesliga,LLWWW,same,,34,10,7,17,41,56,17,6,4,7,25,25,17,4,3,10,16,31
13,164,FSV Mainz 05,https://media.api-sports.io/football/teams/164.png,35,-12,Bundesliga,WWDDD,same,,34,7,14,13,39,51,17,6,5,6,23,18,17,1,9,7,16,33
14,163,Borussia Monchengladbach,https://media.api-sports.io/football/teams/163.png,34,-11,Bundesliga,LDDDL,same,,34,7,13,14,56,67,17,5,6,6,27,26,17,2,7,8,29,41
15,182,Union Berlin,https://media.api-sports.io/football/teams/182.png,33,-25,Bundesliga,WLLDL,same,,34,9,6,19,33,58,17,7,2,8,22,30,17,2,4,11,11,28
16,176,Vfl Bochum,https://media.api-sports.io/football/teams/176.png,33,-32,Bundesliga,LLWWL,same,Bundesliga (Relegation),34,7,12,15,42,74,17,5,8,4,26,29,17,2,4,11,16,45
17,192,1.FC Köln,https://media.api-sports.io/football/teams/192.png,27,-32,Bundesliga,LWDDL,same,Relegation - 2. Bundesliga,34,5,12,17,28,60,17,4,4,9,15,28,17,1,8,8,13,32
18,181,SV Darmstadt 98,https://media.api-sports.io/football/teams/181.png,17,-56,Bundesliga,LLLLW,same,Relegation - 2. Bundesliga,34,3,8,23,30,86,17,1,3,13,15,44,17,2,5,10,15,42
