rank,team_id,team_name,team_logo,points,goals_diff,group,form,status,description,played,wins,draws,losses,goals_for,goals_against,home_played,home_wins,home_draws,home_losses,home_goals_for,home_goals_against,away_played,away_wins,away_draws,away_losses,away_goals_for,away_goals_against
1,496,Juventus,https://media.api-sports.io/football/teams/496.png,83,33,Serie A,LLWLW,same,Promotion - Champions League (Group Stage),38,26,5,7,76,43,19,16,2,1,46,17,19,10,3,6,30,26
2,505,Inter,https://media.api-sports.io/football/teams/505.png,82,45,Serie A,WWWDD,same,Promotion - Champions League (Group Stage),38,24,10,4,81,36,19,11,6,2,40,17,19,13,4,2,41,19
3,499,Atalanta,https://media.api-sports.io/football/teams/499.png,78,50,Serie A,LWDWD,same,Promotion - Champions League (Group Stage),38,23,9,6,98,48,19,12,2,5,51,26,19,11,7,1,47,22
4,487,Lazio,https://media.api-sports.io/football/teams/487.png,78,37,Serie A,LWWWL,same,Promotion - Champions League (Group Stage),38,24,6,8,79,42,19,14,3,2,46,17,19,10,3,6,33,25
5,497,AS Roma,https://media.api-sports.io/football/teams/497.png,70,26,Serie A,WWWWD,same,Promotion - Europa League (Group Stage),38,21,7,10,77,51,19,10,4,5,36,27,19,11,3,5,41,24
6,489,AC Milan,https://media.api-sports.io/football/teams/489.png,66,17,Serie A,WWDWW,same,Promotion - Europa League (Qualification),38,19,9,10,63,46,19,9,6,4,31,20,19,10,3,6,32,26
7,492,Napoli,https://media.api-sports.io/football/teams/492.png,62,11,Serie A,WLWLW,same,,38,18,8,12,61,50,19,10,3,6,31,24,19,8,5,6,30,26
8,488,Sassuolo,https://media.api-sports.io/football/teams/488.png,51,6,Serie A,LWLLD,same,,38,14,9,15,69,63,19,8,3,8,44,33,19,6,6,7,25,30
9,504,Verona,https://media.api-sports.io/football/teams/504.png,49,-4,Serie A,LWLDD,same,,38,12,13,13,47,51,19,9,5,5,29,25,19,3,8,8,18,26
10,502,Fiorentina,https://media.api-sports.io/football/teams/502.png,49,3,Serie A,WWLDW,same,,38,12,13,13,51,48,19,5,8,6,22,22,19,7,5,7,29,26
11,523,Parma,https://media.api-sports.io/football/teams/523.png,49,-1,Serie A,WLWWL,same,,38,14,7,17,56,57,19,7,2,10,26,24,19,7,5,7,30,33
12,500,Bologna,https://media.api-sports.io/football/teams/500.png,47,-13,Serie A,DLWLL,same,,38,12,11,15,52,65,19,5,8,6,25,29,19,7,3,9,27,36
13,494,Udinese,https://media.api-sports.io/football/teams/494.png,45,-14,Serie A,WLWWL,same,,38,12,9,17,37,51,19,6,6,7,18,23,19,6,3,10,19,28
14,490,Cagliari,https://media.api-sports.io/football/teams/490.png,45,-4,Serie A,LWLLD,same,,38,11,12,15,52,56,19,7,4,8,32,28,19,4,8,7,20,28
15,498,Sampdoria,https://media.api-sports.io/football/teams/498.png,42,-17,Serie A,DLLLW,same,,38,12,6,20,48,65,19,6,4,9,25,30,19,6,2,11,23,35
16,503,Torino,https://media.api-sports.io/football/teams/503.png,40,-22,Serie A,DLDDL,same,,38,11,7,20,46,68,19,7,4,8,23,30,19,4,3,12,23,38
17,495,Genoa,https://media.api-sports.io/football/teams/495.png,39,-26,Serie A,WLLWW,same,,38,10,9,19,47,73,19,7,1,11,24,31,19,3,8,8,23,42
18,867,Lecce,https://media.api-sports.io/football/teams/867.png,35,-33,Serie A,LWLWL,same,Relegation - Serie B,38,9,8,21,52,85,19,4,5,10,30,41,19,5,3,11,22,44
19,518,Brescia,https://media.api-sports.io/football/teams/518.png,25,-44,Serie A,DLLLW,same,Relegation - Serie B,38,6,7,25,35,79,19,3,5,11,21,34,19,3,2,14,14,45
20,493,Spal,https://media.api-sports.io/football/teams/493.png,20,-50,Serie A,LLDLL,same,Relegation - Serie B,38,5,5,28,27,77,19,2,4,13,16,40,19,3,1,15,11,37
