rank,team_id,team_name,team_logo,points,goals_diff,group,form,status,description,played,wins,draws,losses,goals_for,goals_against,home_played,home_wins,home_draws,home_losses,home_goals_for,home_goals_against,away_played,away_wins,away_draws,away_losses,away_goals_for,away_goals_against
1,505,Inter,https://media.api-sports.io/football/teams/505.png,94,67,Serie A,DDWLW,same,Promotion - Champions League (League phase: ),38,29,7,2,89,22,19,14,4,1,44,11,19,15,3,1,45,11
2,489,AC Milan,https://media.api-sports.io/football/teams/489.png,75,27,Serie A,DLWDD,same,Promotion - Champions League (League phase: ),38,22,9,7,76,49,19,12,4,3,38,17,19,10,5,4,38,32
3,496,Juventus,https://media.api-sports.io/football/teams/496.png,71,23,Serie A,WDDDD,same,Promotion - Champions League (League phase: ),38,19,14,5,54,31,19,11,7,1,26,11,19,8,7,4,28,20
4,499,Atalanta,https://media.api-sports.io/football/teams/499.png,69,30,Serie A,LWWWW,same,Promotion - Champions League (League phase: ),38,21,6,11,72,42,19,13,2,4,42,16,19,8,4,7,30,26
5,500,Bologna,https://media.api-sports.io/football/teams/500.png,68,22,Serie A,LDWDD,same,Promotion - Champions League (League phase: ),38,18,14,6,54,32,19,12,5,2,33,12,19,6,9,4,21,20
6,497,AS Roma,https://media.api-sports.io/football/teams/497.png,63,19,Serie A,LWLDD,same,Promotion - Europa League (League phase: ),38,18,9,11,65,46,19,12,4,3,38,19,19,6,5,8,27,27
7,487,Lazio,https://media.api-sports.io/football/teams/487.png,61,10,Serie A,DDWDW,same,Promotion - Europa League (League phase: ),38,18,7,13,49,39,19,10,4,5,23,14,19,8,3,8,26,25
8,502,Fiorentina,https://media.api-sports.io/football/teams/502.png,60,15,Serie A,WWDWL,same,Promotion - Conference League (Qualification: ),38,17,9,12,61,46,19,10,5,4,37,22,19,7,4,8,24,24
9,503,Torino,https://media.api-sports.io/football/teams/503.png,53,0,Serie A,LWWDL,same,,38,13,14,11,36,36,19,8,9,2,18,9,19,5,5,9,18,27
10,492,Napoli,https://media.api-sports.io/football/teams/492.png,53,7,Serie A,DDLDD,same,,38,13,14,11,55,48,19,6,7,6,24,27,19,7,7,5,31,21
11,495,Genoa,https://media.api-sports.io/football/teams/495.png,49,0,Serie A,WLWDW,same,,38,12,13,13,45,45,19,8,6,5,27,22,19,4,7,8,18,23
12,1579,Monza,https://media.api-sports.io/football/teams/1579.png,45,-12,Serie A,LLLDD,same,,38,11,12,15,39,51,19,6,6,7,23,26,19,5,6,8,16,25
13,504,Verona,https://media.api-sports.io/football/teams/504.png,38,-13,Serie A,DWLWL,same,,38,9,11,18,38,51,19,6,6,7,23,26,19,3,5,11,15,25
14,867,Lecce,https://media.api-sports.io/football/teams/867.png,38,-22,Serie A,DLLDD,same,,38,8,14,16,32,54,19,6,6,7,17,27,19,2,8,9,15,27
15,494,Udinese,https://media.api-sports.io/football/teams/494.png,37,-16,Serie A,WDWDD,same,,38,6,19,13,37,53,19,1,11,7,21,29,19,5,8,6,16,24
16,490,Cagliari,https://media.api-sports.io/football/teams/490.png,36,-26,Serie A,LWLDL,same,,38,8,12,18,42,68,19,6,7,6,28,32,19,2,5,12,14,36
17,511,Empoli,https://media.api-sports.io/football/teams/511.png,36,-25,Serie A,WDLDL,same,,38,9,9,20,29,54,19,5,5,9,15,23,19,4,4,11,14,31
18,512,Frosinone,https://media.api-sports.io/football/teams/512.png,35,-25,Serie A,LWLDW,same,Relegation - Serie B,38,8,11,19,44,69,19,7,4,8,28,32,19,1,7,11,16,37
19,488,Sassuolo,https://media.api-sports.io/football/teams/488.png,30,-32,Serie A,DLLWL,same,Relegation - Serie B,38,7,9,22,43,75,19,5,5,9,23,34,19,2,4,13,20,41
20,514,Salernitana,https://media.api-sports.io/football/teams/514.png,17,-49,Serie A,DLDLL,same,Relegation - Serie B,38,2,11,25,32,81,19,1,5,13,17,38,19,1,6,12,15,43
