rank,team_id,team_name,team_logo,points,goals_diff,group,form,status,description,played,wins,draws,losses,goals_for,goals_against,home_played,home_wins,home_draws,home_losses,home_goals_for,home_goals_against,away_played,away_wins,away_draws,away_losses,away_goals_for,away_goals_against
1,867,Lecce,https://media.api-sports.io/football/teams/867.png,71,28,Serie B: Regular Season,WLWLW,same,Promotion,38,19,14,5,59,31,19,13,5,1,37,14,19,6,9,4,22,17
2,520,Cremonese,https://media.api-sports.io/football/teams/520.png,69,18,Serie B: Regular Season,WLLWL,up,Promotion,38,20,9,9,57,39,19,11,6,2,32,18,19,9,3,7,25,21
3,801,Pisa,https://media.api-sports.io/football/teams/801.png,67,13,Serie B: Regular Season,WDLWD,up,Promotion Play-off,38,18,13,7,48,35,19,10,8,1,26,13,19,8,5,6,22,22
4,1579,Monza,https://media.api-sports.io/football/teams/1579.png,67,22,Serie B: Regular Season,LWLDW,down,Promotion Play-off,38,19,10,9,60,38,19,13,4,2,37,14,19,6,6,7,23,24
5,518,Brescia,https://media.api-sports.io/football/teams/518.png,66,20,Serie B: Regular Season,WLDDW,same,Promotion Play-off,38,17,15,6,55,35,19,8,8,3,30,20,19,9,7,3,25,15
6,507,Ascoli,https://media.api-sports.io/football/teams/507.png,65,10,Serie B: Regular Season,WWDWW,up,Promotion Play-off,38,19,8,11,52,42,19,8,6,5,24,18,19,11,2,6,28,24
7,506,Benevento,https://media.api-sports.io/football/teams/506.png,63,23,Serie B: Regular Season,LLLWL,down,Promotion Play-off,38,18,9,11,62,39,19,10,4,5,38,20,19,8,5,6,24,19
8,524,Perugia,https://media.api-sports.io/football/teams/524.png,58,8,Serie B: Regular Season,WLWWD,up,Promotion Play-off,38,14,16,8,40,32,19,6,8,5,19,16,19,8,8,3,21,16
9,512,Frosinone,https://media.api-sports.io/football/teams/512.png,58,13,Serie B: Regular Season,LLWDW,down,,38,15,13,10,58,45,19,10,6,3,34,16,19,5,7,7,24,29
10,516,Ternana,https://media.api-sports.io/football/teams/516.png,54,-3,Serie B: Regular Season,LWWDW,same,,38,15,9,14,58,61,19,9,2,8,30,27,19,6,7,6,28,34
11,510,Cittadella,https://media.api-sports.io/football/teams/510.png,52,2,Serie B: Regular Season,LWDLW,same,,38,13,13,12,38,36,19,7,5,7,22,18,19,6,8,5,16,18
12,523,Parma,https://media.api-sports.io/football/teams/523.png,49,5,Serie B: Regular Season,WDLLL,up,,38,11,16,11,48,43,19,5,9,5,25,20,19,6,7,6,23,23
13,895,como,https://media.api-sports.io/football/teams/895.png,47,-5,Serie B: Regular Season,LWLLL,down,,38,11,14,13,49,54,19,5,7,7,20,21,19,6,7,6,29,33
14,1692,Reggina,https://media.api-sports.io/football/teams/1692.png,46,-18,Serie B: Regular Season,LLDWL,down,,38,13,9,16,31,49,19,9,2,8,19,24,19,4,7,8,12,25
15,493,Spal,https://media.api-sports.io/football/teams/493.png,42,-8,Serie B: Regular Season,WWDDL,same,,38,9,15,14,46,54,19,4,8,7,30,28,19,5,7,7,16,26
16,10137,Nuova Cosenza,https://media.api-sports.io/football/teams/10137.png,35,-23,Serie B: Regular Season,WDWLW,up,Relegation Play-off,38,8,11,19,36,59,19,8,3,8,21,23,19,0,8,11,15,36
17,1584,Vicenza Virtus,https://media.api-sports.io/football/teams/1584.png,34,-21,Serie B: Regular Season,WWWLL,up,Relegation Play-off,38,9,7,22,38,59,19,5,5,9,22,26,19,4,2,13,16,33
18,878,Alessandria,https://media.api-sports.io/football/teams/878.png,34,-22,Serie B: Regular Season,LDDWW,down,Relegation,38,8,10,20,37,59,19,5,6,8,16,23,19,3,4,12,21,36
19,501,Crotone,https://media.api-sports.io/football/teams/501.png,26,-20,Serie B: Regular Season,LDWDL,same,Relegation,38,4,14,20,41,61,19,4,8,7,23,25,19,0,6,13,18,36
20,862,Pordenone,https://media.api-sports.io/football/teams/862.png,18,-42,Serie B: Regular Season,LDLLL,same,Relegation,38,3,9,26,29,71,19,2,7,10,19,34,19,1,2,16,10,37
