rank,team_id,team_name,team_logo,points,goals_diff,group,form,status,description,played,wins,draws,losses,goals_for,goals_against,home_played,home_wins,home_draws,home_losses,home_goals_for,home_goals_against,away_played,away_wins,away_draws,away_losses,away_goals_for,away_goals_against
1,530,Atletico Madrid,https://media.api-sports.io/football/teams/530.png,86,42,Primera División,WWWDW,same,Promotion - Champions League (Group Stage),38,26,8,4,67,25,19,15,3,1,41,11,19,11,5,3,26,14
2,541,Real Madrid,https://media.api-sports.io/football/teams/541.png,84,39,Primera División,WWWDW,same,Promotion - Champions League (Group Stage),38,25,9,4,67,28,19,13,3,3,33,13,19,12,6,1,34,15
3,529,Barcelona,https://media.api-sports.io/football/teams/529.png,79,47,Primera División,WLDDW,same,Promotion - Champions League (Group Stage),38,24,7,7,85,38,19,11,5,3,44,20,19,13,2,4,41,18
4,536,Sevilla,https://media.api-sports.io/football/teams/536.png,77,20,Primera División,WLWDL,same,Promotion - Champions League (Group Stage),38,24,5,9,53,33,19,14,1,4,27,11,19,10,4,5,26,22
5,548,Real Sociedad,https://media.api-sports.io/football/teams/548.png,62,21,Primera División,WWLWL,same,Promotion - Europa League (Group Stage),38,17,11,10,59,38,19,9,6,4,34,21,19,8,5,6,25,17
6,543,Real Betis,https://media.api-sports.io/football/teams/543.png,61,0,Primera División,WWDWD,same,Promotion - Europa League (Group Stage),38,17,10,11,50,50,19,10,5,4,27,21,19,7,5,7,23,29
7,533,Villarreal,https://media.api-sports.io/football/teams/533.png,58,16,Primera División,LWWLW,same,Promotion - Europa Conference League (Qualification),38,15,13,10,60,44,19,8,6,5,29,23,19,7,7,5,31,21
8,538,Celta Vigo,https://media.api-sports.io/football/teams/538.png,53,-2,Primera División,LWWWW,same,,38,14,11,13,55,57,19,9,3,7,30,30,19,5,8,6,25,27
9,715,Granada CF,https://media.api-sports.io/football/teams/715.png,46,-18,Primera División,DLLLL,same,,38,13,7,18,47,65,19,9,4,6,25,25,19,4,3,12,22,40
10,531,Athletic Club,https://media.api-sports.io/football/teams/531.png,46,4,Primera División,LLLDW,same,,38,11,13,14,46,42,19,8,6,5,29,19,19,3,7,9,17,23
11,727,Osasuna,https://media.api-sports.io/football/teams/727.png,44,-11,Primera División,LLWDL,same,,38,11,11,16,37,48,19,7,5,7,21,23,19,4,6,9,16,25
12,724,Cadiz,https://media.api-sports.io/football/teams/724.png,44,-22,Primera División,DLLWW,same,,38,11,11,16,36,58,19,5,5,9,17,30,19,6,6,7,19,28
13,532,Valencia,https://media.api-sports.io/football/teams/532.png,43,-3,Primera División,DWLWL,same,,38,10,13,15,50,53,19,8,7,4,34,23,19,2,6,11,16,30
14,539,Levante,https://media.api-sports.io/football/teams/539.png,41,-11,Primera División,DLDDL,same,,38,9,14,15,46,57,19,5,9,5,27,30,19,4,5,10,19,27
15,546,Getafe,https://media.api-sports.io/football/teams/546.png,38,-15,Primera División,DWLLL,same,,38,9,11,18,28,43,19,6,6,7,15,13,19,3,5,11,13,30
16,542,Alaves,https://media.api-sports.io/football/teams/542.png,38,-21,Primera División,LWWDL,same,,38,9,11,18,36,57,19,6,6,7,21,25,19,3,5,11,15,32
17,797,Elche,https://media.api-sports.io/football/teams/797.png,36,-21,Primera División,WWLLL,same,,38,8,12,18,34,55,19,5,8,6,18,23,19,3,4,12,16,32
18,726,Huesca,https://media.api-sports.io/football/teams/726.png,34,-19,Primera División,DLWLW,same,Relegation - LaLiga2,38,7,13,18,34,53,19,5,7,7,17,21,19,2,6,11,17,32
19,720,Valladolid,https://media.api-sports.io/football/teams/720.png,31,-23,Primera División,LLLLD,same,Relegation - LaLiga2,38,5,16,17,34,57,19,3,7,9,19,30,19,2,9,8,15,27
20,545,Eibar,https://media.api-sports.io/football/teams/545.png,30,-23,Primera División,LLDWW,same,Relegation - LaLiga2,38,6,12,20,29,52,19,2,7,10,12,21,19,4,5,10,17,31
