rank,team_id,team_name,team_logo,points,goals_diff,group,form,status,description,played,wins,draws,losses,goals_for,goals_against,home_played,home_wins,home_draws,home_losses,home_goals_for,home_goals_against,away_played,away_wins,away_draws,away_losses,away_goals_for,away_goals_against
1,529,Barcelona,https://media.api-sports.io/football/teams/529.png,88,63,LaLiga,WLWWW,same,Champions League,38,28,4,6,102,39,19,14,1,4,52,20,19,14,3,2,50,19
2,541,Real Madrid,https://media.api-sports.io/football/teams/541.png,84,40,LaLiga,WWWLW,same,Champions League,38,26,6,6,78,38,19,16,1,2,45,19,19,10,5,4,33,19
3,530,Atletico Madrid,https://media.api-sports.io/football/teams/530.png,76,38,LaLiga,WWLWD,same,Champions League,38,22,10,6,68,30,19,14,4,1,42,15,19,8,6,5,26,15
4,531,Athletic Club,https://media.api-sports.io/football/teams/531.png,70,25,LaLiga,LWWWD,same,Champions League,38,19,13,6,54,29,19,11,6,2,32,13,19,8,7,4,22,16
5,533,Villarreal,https://media.api-sports.io/football/teams/533.png,70,20,LaLiga,WWWWW,same,Champions League,38,20,10,8,71,51,19,9,7,3,43,27,19,11,3,5,28,24
6,543,Real Betis,https://media.api-sports.io/football/teams/543.png,60,7,LaLiga,DLDDW,same,UEFA Europa League,38,16,12,10,57,50,19,9,7,3,32,21,19,7,5,7,25,29
7,538,Celta Vigo,https://media.api-sports.io/football/teams/538.png,55,2,LaLiga,WLWWL,same,UEFA Europa League,38,16,7,15,59,57,19,11,3,5,32,21,19,5,4,10,27,36
8,728,Rayo Vallecano,https://media.api-sports.io/football/teams/728.png,52,-4,LaLiga,DWDWW,same,Conference League Qualification,38,13,13,12,41,45,19,6,8,5,24,26,19,7,5,7,17,19
9,727,Osasuna,https://media.api-sports.io/football/teams/727.png,52,-4,LaLiga,DWWDL,same,,38,12,16,10,48,52,19,10,6,3,33,23,19,2,10,7,15,29
10,798,Mallorca,https://media.api-sports.io/football/teams/798.png,48,-9,LaLiga,DLLWL,same,,38,13,9,16,35,44,19,7,6,6,20,21,19,6,3,10,15,23
11,548,Real Sociedad,https://media.api-sports.io/football/teams/548.png,46,-11,LaLiga,LWLLD,same,,38,13,7,18,35,46,19,8,3,8,20,20,19,5,4,10,15,26
12,532,Valencia,https://media.api-sports.io/football/teams/532.png,46,-10,LaLiga,DLLWW,same,,38,11,13,14,44,54,19,9,4,6,26,20,19,2,9,8,18,34
13,546,Getafe,https://media.api-sports.io/football/teams/546.png,42,-5,LaLiga,LWLLL,same,,38,11,9,18,34,39,19,4,7,8,15,19,19,7,2,10,19,20
14,540,Espanyol,https://media.api-sports.io/football/teams/540.png,42,-11,LaLiga,WLLLL,same,,38,11,9,18,40,51,19,8,6,5,23,20,19,3,3,13,17,31
15,542,Alaves,https://media.api-sports.io/football/teams/542.png,42,-10,LaLiga,DWWLD,same,,38,10,12,16,38,48,19,6,6,7,14,17,19,4,6,9,24,31
16,547,Girona,https://media.api-sports.io/football/teams/547.png,41,-16,LaLiga,LLWLW,same,,38,11,8,19,44,60,19,7,3,9,27,30,19,4,5,10,17,30
17,536,Sevilla,https://media.api-sports.io/football/teams/536.png,41,-13,LaLiga,LLWLD,same,,38,10,11,17,42,55,19,6,6,7,17,23,19,4,5,10,25,32
18,537,Leganes,https://media.api-sports.io/football/teams/537.png,40,-17,LaLiga,WWLWD,same,Relegation,38,9,13,16,39,56,19,7,4,8,23,27,19,2,9,8,16,29
19,534,Las Palmas,https://media.api-sports.io/football/teams/534.png,32,-21,LaLiga,LLLLL,same,Relegation,38,8,8,22,40,61,19,4,5,10,21,29,19,4,3,12,19,32
20,720,Valladolid,https://media.api-sports.io/football/teams/720.png,16,-64,LaLiga,LLLLL,same,Relegation,38,4,4,30,26,90,19,3,4,12,11,32,19,1,0,18,15,58
