rank,team_id,team_name,team_logo,points,goals_diff,group,form,status,description,played,wins,draws,losses,goals_for,goals_against,home_played,home_wins,home_draws,home_losses,home_goals_for,home_goals_against,away_played,away_wins,away_draws,away_losses,away_goals_for,away_goals_against
1,537,Leganes,https://media.api-sports.io/football/teams/537.png,74,29,Segunda DivisiÃ³n: Regular Season,WDWLW,same,Promotion,42,20,14,8,56,27,21,11,8,2,33,11,21,9,6,6,23,16
2,720,Valladolid,https://media.api-sports.io/football/teams/720.png,72,15,Segunda DivisiÃ³n: Regular Season,LWDDW,same,Promotion,42,21,9,12,51,36,21,14,5,2,33,12,21,7,4,10,18,24
3,545,Eibar,https://media.api-sports.io/football/teams/545.png,71,24,Segunda DivisiÃ³n: Regular Season,WLWDW,same,Promotion Play-off,42,21,8,13,72,48,21,14,4,3,45,17,21,7,4,10,27,31
4,540,Espanyol,https://media.api-sports.io/football/teams/540.png,69,19,Segunda DivisiÃ³n: Regular Season,WDWDD,same,Promotion Play-off,42,17,18,7,59,40,21,12,8,1,39,18,21,5,10,6,20,22
5,731,Sporting Gijon,https://media.api-sports.io/football/teams/731.png,65,9,Segunda DivisiÃ³n: Regular Season,WWLWD,same,Promotion Play-off,42,18,11,13,51,42,21,12,6,3,32,18,21,6,5,10,19,24
6,718,Oviedo,https://media.api-sports.io/football/teams/718.png,64,16,Segunda DivisiÃ³n: Regular Season,LWLWW,same,Promotion Play-off,42,17,13,12,55,39,21,12,7,2,34,14,21,5,6,10,21,25
7,4665,Racing Santander,https://media.api-sports.io/football/teams/4665.png,64,8,Segunda DivisiÃ³n: Regular Season,LLWWW,same,,42,18,10,14,63,55,21,13,3,5,36,21,21,5,7,9,27,34
8,539,Levante,https://media.api-sports.io/football/teams/539.png,59,4,Segunda DivisiÃ³n: Regular Season,DDDDW,same,,42,13,20,9,49,45,21,9,8,4,31,28,21,4,12,5,18,17
9,9580,Burgos,https://media.api-sports.io/football/teams/9580.png,59,-2,Segunda DivisiÃ³n: Regular Season,DDLLW,same,,42,16,11,15,52,54,21,12,8,1,32,14,21,4,3,14,20,40
10,9409,Racing Ferrol,https://media.api-sports.io/football/teams/9409.png,59,-3,Segunda DivisiÃ³n: Regular Season,LDDWL,same,,42,15,14,13,49,52,21,10,9,2,31,22,21,5,5,11,18,30
11,797,Elche,https://media.api-sports.io/football/teams/797.png,59,-3,Segunda DivisiÃ³n: Regular Season,LLDLL,same,,42,16,11,15,43,46,21,10,6,5,25,18,21,6,5,10,18,28
12,719,Tenerife,https://media.api-sports.io/football/teams/719.png,56,-3,Segunda DivisiÃ³n: Regular Season,WDLLW,same,,42,15,11,16,38,41,21,11,5,5,20,11,21,4,6,11,18,30
13,722,Albacete,https://media.api-sports.io/football/teams/722.png,51,-6,Segunda DivisiÃ³n: Regular Season,DDDWW,up,,42,12,15,15,50,56,21,9,8,4,28,21,21,3,7,11,22,35
14,5262,FC Cartagena,https://media.api-sports.io/football/teams/5262.png,51,-14,Segunda DivisiÃ³n: Regular Season,LLLWW,up,,42,14,9,19,37,51,21,9,1,11,20,26,21,5,8,8,17,25
15,732,Zaragoza,https://media.api-sports.io/football/teams/732.png,51,0,Segunda DivisiÃ³n: Regular Season,DWDLL,down,,42,12,15,15,42,42,21,7,6,8,25,23,21,5,9,7,17,19
16,9692,Eldense,https://media.api-sports.io/football/teams/9692.png,50,-10,Segunda DivisiÃ³n: Regular Season,LWDWL,same,,42,12,14,16,46,56,21,6,8,7,24,25,21,6,6,9,22,31
17,726,Huesca,https://media.api-sports.io/football/teams/726.png,49,3,Segunda DivisiÃ³n: Regular Season,DWLWL,same,,42,11,16,15,36,33,21,5,7,9,17,20,21,6,9,6,19,13
18,799,Mirandes,https://media.api-sports.io/football/teams/799.png,49,-8,Segunda DivisiÃ³n: Regular Season,WDDLL,same,,42,12,13,17,47,55,21,9,5,7,30,26,21,3,8,10,17,29
19,9380,Amorebieta,https://media.api-sports.io/football/teams/9380.png,45,-16,Segunda DivisiÃ³n: Regular Season,LDWWL,same,Relegation,42,11,12,19,37,53,21,7,6,8,21,18,21,4,6,11,16,35
20,711,Alcorcon,https://media.api-sports.io/football/teams/711.png,44,-21,Segunda DivisiÃ³n: Regular Season,DDDLL,same,Relegation,42,10,14,18,32,53,21,5,11,5,15,18,21,5,3,13,17,35
21,8157,FC Andorra,https://media.api-sports.io/football/teams/8157.png,43,-20,Segunda DivisiÃ³n: Regular Season,WLWLL,same,Relegation,42,11,10,21,33,53,21,9,4,8,20,19,21,2,6,13,13,34
22,9595,Villarreal II,https://media.api-sports.io/football/teams/9595.png,43,-21,Segunda DivisiÃ³n: Regular Season,WLDLL,same,Relegation,42,11,10,21,41,62,21,9,6,6,24,24,21,2,4,15,17,38
